GEOID,district,total,white,black,latino,other,adjtotal,adjwhite,adjblack,adjlatino,adjother,cvap,cvap_margin_of_error
040131034001,4,1481,949,30,398,104,1488.715,952.7259,30.48256,401.018,104.4885,878,199
040131034002,4,1456,994,30,344,88,1463.407,997.9025,30.48256,346.6085,88.41337,1192,290
040131034003,4,764,490,13,208,53,767.9591,491.9238,13.20911,209.5773,53.24896,587,291
040131034004,4,916,708,21,124,63,920.3536,710.7797,21.33779,124.9403,63.29594,664,177
040131035011,2,1097,594,48,378,77,1103.332,596.3321,48.77209,380.8664,77.3617,768,206
040131035012,4,931,677,17,168,69,935.5295,679.658,17.27345,169.2739,69.32411,697,231
040131035013,4,1100,739,83,187,91,1106.082,741.9013,84.33508,188.418,91.42746,646,155
040131035021,4,1558,1175,52,225,106,1565.654,1179.613,52.83644,226.7062,106.4979,1307,352
040131035022,2,1183,745,33,304,101,1189.235,747.9249,33.53081,306.3052,101.4744,926,320
040131035023,4,1169,807,51,200,111,1175.027,810.1684,51.82035,201.5166,111.5214,904,266
040131035024,2,1035,768,16,168,83,1039.936,771.0152,16.25736,169.2739,83.38989,975,401
040131035025,4,1193,903,31,169,90,1198.748,906.5453,31.49864,170.2815,90.42277,706,274
040131036041,2,1791,691,27,987,86,1802.036,693.713,27.4343,994.4844,86.40398,816,292
040131036042,2,1213,808,52,193,160,1219.224,811.1723,52.83643,194.4635,160.7516,944,302
040131036043,2,1540,905,127,162,346,1548.45,908.5531,129.0428,163.2284,347.6253,1284,255
040131036051,2,1636,1204,69,185,178,1644.076,1208.727,70.10988,186.4029,178.8362,1054,249
040131036052,2,2033,1715,12,177,129,2041.874,1721.733,12.19303,178.3422,129.606,1492,244
040131036053,2,1138,921,23,109,85,1143.212,924.616,23.36996,109.8266,85.39928,918,222
040131036054,2,1321,1085,22,142,72,1327.029,1089.26,22.35388,143.0768,72.33822,1101,556
040131036061,2,916,638,33,189,56,920.7319,640.5048,33.53081,190.4332,56.26305,796,193
040131036062,2,1129,839,18,183,89,1134.389,842.294,18.28953,184.3877,89.41806,1363,551
040131036063,2,2351,1357,93,618,283,2363.839,1362.328,94.49593,622.6863,284.3293,1266,296
040131036071,2,1166,701,27,326,112,1172.185,703.7522,27.4343,328.4721,112.5261,807,229
040131036072,2,1294,985,42,142,125,1300.207,988.8672,42.67558,143.0768,125.5872,1095,209
040131036073,2,901,690,26,80,105,905.2271,692.709,26.41822,80.60664,105.4932,652,238
040131036074,2,1066,817,35,110,104,1071.093,820.2076,35.56298,110.8341,104.4885,603,131
040131036081,2,2951,1204,209,497,1041,2967.747,1208.727,212.3618,500.7688,1045.89,1180,273
040131036082,2,1484,831,153,325,175,1493.01,834.2626,155.461,327.4645,175.822,1120,225
040131036091,2,1030,692,53,210,75,1035.514,694.7168,53.85252,211.5924,75.3523,855,324
040131036092,2,1333,967,60,223,83,1339.843,970.7964,60.96511,224.691,83.38988,786,279
040131036093,2,1775,757,295,507,216,1787.576,759.9721,299.7452,510.8446,217.0146,991,394
040131036094,2,1682,676,336,522,148,1694.712,678.654,341.4047,525.9583,148.6952,1131,282
040131036111,2,1721,1129,147,220,225,1730.522,1133.433,149.3645,221.6683,226.0569,1372,398
040131036112,2,1381,1115,39,119,108,1387.415,1119.378,39.62733,119.9024,108.5073,1037,259
040131036113,2,2138,1732,41,192,173,2147.728,1738.8,41.6595,193.4559,173.8126,1809,344
040131036121,2,733,433,112,153,35,737.8261,434.7,113.8016,154.1602,35.16441,1054,604
040131036122,2,1305,1010,39,163,93,1311.266,1013.965,39.62733,164.236,93.43686,759,262
040131036123,2,1809,1414,50,193,152,1817.533,1419.552,50.80426,194.4635,152.714,1266,340
040131036124,2,1148,670,179,243,56,1155.615,672.6305,181.8793,244.8427,56.26305,1421,621
040131036141,2,2075,1364,76,486,149,2085.963,1369.355,77.22248,489.6853,149.6999,1346,222
040131036142,2,1002,799,22,138,43,1006.739,802.137,22.35388,139.0464,43.20199,865,174
040131036151,5,918,393,78,364,83,923.9477,394.5429,79.25465,366.7602,83.38987,637,260
040131036152,5,2214,705,248,1145,116,2229.985,707.7679,251.9892,1153.683,116.5449,838,277
040131036153,5,2038,398,315,1204,121,2054.328,399.5627,320.0668,1213.13,121.5684,945,280
040131037011,2,1224,666,101,362,95,1231.431,668.6147,102.6246,364.745,95.44626,1060,344
040131037012,2,2220,1465,139,346,270,2231.88,1470.752,141.2358,348.6237,271.2683,1541,274
040131037013,2,1451,856,65,418,112,1459.102,859.3607,66.04554,421.1697,112.5261,858,275
040131037021,5,814,530,35,182,67,818.3386,532.0808,35.56298,183.3801,67.31472,643,273
040131037022,5,1279,853,48,313,65,1285.8,856.349,48.77209,315.3735,65.30533,1301,310
040131037023,5,1058,651,74,222,111,1063.951,653.5559,75.19031,223.6834,111.5214,1155,452
040131039001,27,1423,809,65,479,70,1431.183,812.1762,66.04554,482.6322,70.32882,921,371
040131039002,27,1516,511,155,679,171,1526.452,513.0062,157.4932,684.1488,171.8033,819,403
040131039003,27,1557,670,111,665,111,1566.98,672.6305,112.7855,670.0427,111.5214,1059,392
040131039004,27,1854,1069,95,536,154,1864.513,1073.197,96.5281,540.0645,154.7234,1808,653
040131040001,27,1769,808,242,530,189,1780.972,811.1723,245.8927,534.019,189.8878,1017,476
040131040002,27,1158,399,237,299,223,1166.694,400.5665,240.8122,301.2673,224.0475,828,263
040131040003,27,2017,868,105,864,180,2029.494,871.4078,106.6889,870.5517,180.8455,968,349
040131040004,27,2490,1285,190,831,184,2505.267,1290.045,193.0562,837.3014,184.8643,1978,612
040131041001,2,1783,839,211,602,131,1794.868,842.294,214.394,606.565,131.6154,1647,402
040131041002,2,1866,998,244,472,152,1878.136,1001.918,247.9248,475.5792,152.714,1037,371
040131041003,2,1542,952,38,426,126,1550.171,955.7376,38.61124,429.2304,126.5919,1176,443
040131041004,2,1950,979,72,764,135,1961.429,982.8437,73.15814,769.7934,135.6341,772,294
040131042021,2,1431,917,70,331,113,1438.767,920.6002,71.12597,333.51,113.5308,1079,264
040131042022,2,2228,1447,103,524,154,2240.035,1452.681,104.6568,527.9735,154.7234,1207,237
040131042023,2,1702,1110,88,384,120,1711.249,1114.358,89.4155,386.9119,120.5637,1072,297
040131042031,27,1280,667,70,457,86,1287.614,669.6187,71.12597,460.4654,86.40398,652,321
040131042032,27,1206,654,47,393,112,1212.83,656.5676,47.75601,395.9801,112.5261,1446,889
040131042033,27,953,362,184,307,100,960.1786,363.4212,186.9597,309.328,100.4697,597,392
040131042034,27,1355,677,66,505,107,1363.052,679.6579,67.06163,508.8294,107.5026,821,317
040131042035,27,1821,1007,103,565,146,1831.581,1010.954,104.6568,569.2844,146.6858,1752,668
040131042041,27,1602,842,84,546,130,1611.408,845.3057,85.35116,550.1403,130.6107,1004,252
040131042042,27,1933,1163,119,520,131,1944.039,1167.566,120.9141,523.9432,131.6154,1209,295
040131042051,26,1406,644,84,551,127,1414.654,646.5284,85.35116,555.1782,127.5966,969,333
040131042052,26,1188,556,155,350,127,1195.927,558.1829,157.4932,352.654,127.5966,1454,454
040131042053,26,1391,578,78,552,183,1399.569,580.2693,79.25464,556.1858,183.8596,562,305
040131042054,26,1730,693,352,503,182,1743.052,695.7207,357.662,506.8142,182.8549,1723,713
040131042061,26,1325,692,34,493,106,1332.5,694.7168,34.5469,496.7384,106.4979,714,212
040131042062,26,1584,511,179,731,163,1595.194,513.0063,181.8792,736.5432,163.7657,1122,296
040131042063,26,1331,600,60,566,105,1339.106,602.3557,60.96512,570.292,105.4932,888,266
040131042071,2,1545,1095,51,297,102,1552.851,1099.299,51.82035,299.2521,102.4791,1363,413
040131042072,2,1612,1060,75,278,199,1620.411,1064.162,76.2064,280.1081,199.9348,1252,295
040131042073,2,1223,690,133,323,77,1230.659,692.709,135.1393,325.4493,77.36169,932,242
040131042121,27,729,419,64,178,68,733.3437,420.645,65.02946,179.3498,68.31943,410,144
040131042122,27,1886,1032,108,610,136,1897.053,1036.052,109.7372,614.6256,136.6388,1045,517
040131042123,27,1785,1032,88,436,229,1794.849,1036.052,89.4155,439.3062,230.0757,980,269
040131042124,27,1957,1192,74,505,186,1967.573,1196.68,75.19031,508.8294,186.8737,1474,376
040131042141,27,1169,872,23,209,65,1174.684,875.4235,23.36996,210.5848,65.30533,1036,173
040131042142,27,998,723,10,180,85,1002.764,725.8385,10.16085,181.3649,85.39928,801,241
040131042151,27,622,428,15,137,42,625.1578,429.6803,15.24128,138.0389,42.1973,392,191
040131042152,27,791,597,29,131,34,794.9634,599.3439,29.46647,131.9934,34.15971,384,164
040131042153,27,786,560,20,154,52,789.9323,562.1986,20.32171,155.1678,52.24427,560,180
040131042154,27,603,479,18,68,38,605.8643,480.8806,18.28954,68.51564,38.1785,442,156
040131042155,27,1569,1042,67,322,138,1577.259,1046.091,68.07772,324.4417,138.6482,1120,286
040131042161,27,1345,800,152,289,104,1353.266,803.141,154.445,291.1915,104.4885,884,182
040131042162,27,1138,812,30,187,109,1143.601,815.188,30.48256,188.418,109.512,1026,285
040131042163,27,2493,1727,97,476,193,2505.857,1733.78,98.56026,479.6095,193.9066,1717,350
040131042171,27,1779,1115,63,463,138,1788.55,1119.378,64.01337,466.5109,138.6482,1643,383
040131042172,27,1848,1110,168,432,138,1858.984,1114.358,170.7023,435.2758,138.6482,1292,238
040131042173,27,1977,1471,74,329,103,1986.944,1476.775,75.19031,331.4948,103.4838,1082,210
040131042181,27,1342,875,38,333,96,1349.023,878.4353,38.61124,335.5251,96.45095,801,263
040131042182,27,1383,864,71,294,154,1390.487,867.3921,72.14205,296.2294,154.7234,720,212
040131042183,27,1568,759,189,442,178,1578.208,761.9798,192.0401,445.3516,178.8362,1202,274
040131042191,27,2215,1258,178,597,182,2228.184,1262.939,180.8632,601.527,182.8549,1754,638
040131042192,27,1523,1057,65,303,98,1530.953,1061.15,66.04555,305.2976,98.46034,1144,370
040131042211,27,1279,800,55,318,106,1285.935,803.1409,55.88469,320.4114,106.4979,929,339
040131042212,27,1851,1078,112,477,184,1861.515,1082.232,113.8016,480.6171,184.8643,1243,359
040131042213,27,1173,614,48,379,132,1179.677,616.4106,48.77209,381.8739,132.62,569,184
040131042214,27,1822,1040,155,476,151,1832.895,1044.083,157.4932,479.6095,151.7093,1111,376
040131042221,27,1123,706,41,283,93,1129.014,708.7718,41.6595,285.146,93.43686,1052,419
040131042222,27,1805,1049,101,515,140,1815.306,1053.118,102.6246,518.9052,140.6576,882,338
040131042223,27,1402,848,91,369,94,1410.033,851.3293,92.46376,371.7981,94.44155,1484,631
040131042224,27,1728,888,273,446,121,1739.828,891.4864,277.3913,449.382,121.5684,1599,590
040131042231,27,935,648,35,155,97,939.7381,650.5441,35.56299,156.1754,97.45564,707,152
040131042232,27,863,622,24,127,90,867.2138,624.442,24.38605,127.963,90.42277,902,178
040131042241,27,852,489,146,148,69,857.7147,490.9198,148.3485,149.1223,69.32412,614,188
040131042242,27,2028,1264,76,550,138,2039.004,1268.963,77.22248,554.1707,138.6482,1502,339
040131042243,27,1691,998,196,349,148,1701.413,1001.918,199.1527,351.6465,148.6952,1472,347
040131042244,27,1547,867,83,308,289,1555.432,870.4039,84.33508,310.3356,290.3576,983,252
040131042251,27,1317,939,92,204,82,1324.098,942.6866,93.47985,205.5469,82.38518,1313,321
040131042252,27,1363,981,48,252,82,1369.92,984.8515,48.77209,253.9109,82.38519,805,174
040131042253,27,1080,773,14,207,86,1085.234,776.0349,14.22519,208.5697,86.40398,625,226
040131042261,2,998,556,151,208,83,1004.579,558.1829,153.4289,209.5773,83.38989,783,251
040131042262,2,1330,840,55,290,145,1337.063,843.2979,55.88469,292.1991,145.6811,1071,236
040131042263,2,1024,594,72,269,89,1029.948,596.3321,73.15813,271.0398,89.41807,377,194
040131042264,2,1521,991,64,329,137,1529.059,994.8908,65.02946,331.4948,137.6435,742,230
040131042271,27,1415,770,129,402,114,1423.682,773.0231,131.075,405.0483,114.5355,882,220
040131042272,27,935,538,51,282,64,940.3716,540.1122,51.82035,284.1384,64.30062,465,125
040131043011,27,1807,834,77,814,82,1818.071,837.2743,78.23856,820.1726,82.38519,1391,455
040131043012,27,1998,1092,79,668,159,2009.37,1096.287,80.27074,673.0655,159.7469,1125,236
040131043021,27,1670,839,245,427,159,1681.22,842.294,248.9409,430.2379,159.7469,1381,374
040131043022,27,2293,1073,404,598,218,2309.27,1077.213,410.4984,602.5347,219.024,1569,404
040131044011,27,2577,926,124,1395,132,2593.829,929.6355,125.9946,1405.578,132.62,1461,397
040131044012,27,1470,613,333,399,125,1481.376,615.4067,338.3564,402.0256,125.5872,809,282
040131044013,27,1097,671,122,208,96,1103.625,673.6344,123.9624,209.5773,96.45094,1312,520
040131044021,5,800,547,54,136,63,804.3434,549.1475,54.8686,137.0313,63.29594,450,114
040131044022,5,1837,349,389,403,696,1850.953,350.3701,395.2572,406.0559,699.2694,801,268
040131045011,5,1046,439,76,460,71,1052.768,440.7236,77.22248,463.4882,71.33351,775,157
040131045012,5,1619,348,226,972,73,1631.715,349.3663,229.6353,979.3707,73.3429,559,190
040131045013,5,1307,351,161,720,75,1316.78,352.378,163.5897,725.4597,75.35232,885,272
040131045021,5,1632,351,196,1002,83,1644.519,352.378,199.1527,1009.598,83.38989,1142,671
040131045022,5,1867,375,204,1175,113,1881.195,376.4723,207.2814,1183.91,113.5308,934,240
040131045023,5,1992,411,53,1431,97,2005.773,412.6136,53.85252,1441.851,97.45565,1081,291
040131046001,5,1552,921,175,341,115,1561.557,924.6159,177.815,343.5858,115.5402,1448,382
040131046002,5,1369,440,88,771,70,1378.318,441.7275,89.4155,776.8465,70.32881,752,276
040131046003,5,1144,499,42,535,68,1151.011,500.9591,42.67558,539.0569,68.31942,464,184
040131047011,5,1231,534,140,488,69,1239.373,536.0965,142.2519,491.7005,69.32412,1096,546
040131047012,5,857,620,39,155,43,861.4389,622.4341,39.62733,156.1753,43.20199,627,142
040131047013,5,653,465,25,114,49,656.3224,466.8256,25.40213,114.8645,49.23017,534,157
040131047021,5,1079,524,106,405,44,1086.04,526.0572,107.705,408.0711,44.20668,609,286
040131047022,5,1340,569,60,626,85,1348.345,571.2339,60.96512,630.747,85.39928,679,264
040131047023,5,1369,487,111,693,78,1378.319,488.912,112.7855,698.255,78.36639,977,270
040131047024,5,732,448,41,189,54,736.1052,449.7589,41.6595,190.4331,54.25366,455,117
040131048011,5,2152,1740,49,249,114,2162.043,1746.831,49.78818,250.8882,114.5355,1935,591
040131048012,5,1595,1113,88,257,137,1603.378,1117.37,89.41551,258.9488,137.6435,1116,280
040131048021,4,1245,991,35,149,70,1250.912,994.8908,35.56298,150.1299,70.32882,825,277
040131048022,5,1211,961,63,116,71,1217,964.7729,64.01336,116.8796,71.33351,1341,528
040131048023,5,1677,1372,28,160,117,1684.6,1377.387,28.45039,161.2133,117.5496,1194,229
040131048024,5,976,709,48,139,80,980.9854,711.7836,48.77209,140.054,80.37579,642,258
040131048025,4,812,565,72,129,46,816.5706,567.2183,73.15814,129.9782,46.21609,399,142
040131049001,4,1117,858,28,136,95,1122.297,861.3686,28.45039,137.0313,95.44625,723,170
040131049002,4,1268,1007,24,137,100,1273.848,1010.954,24.38605,138.0389,100.4697,752,139
040131049003,4,665,501,22,87,55,668.2389,502.9669,22.35387,87.65972,55.25835,488,163
040131049004,4,1234,955,32,152,95,1239.863,958.7495,32.51473,153.1526,95.44625,1204,368
040131050021,4,924,773,18,44,89,928.0761,776.0349,18.28954,44.33365,89.41807,824,235
040131050022,4,1684,1414,30,100,140,1691.45,1419.551,30.48256,100.7583,140.6576,1213,290
040131050031,4,2309,1836,31,126,316,2319.147,1843.208,31.49864,126.9555,317.4844,1598,307
040131050032,4,2235,1794,21,140,280,2244.758,1801.043,21.33779,141.0616,281.3153,1388,233
040131050041,4,1259,1024,14,56,165,1264.445,1028.02,14.22519,56.42464,165.7751,1313,350
040131050042,4,769,666,5,29,69,772.2392,668.6148,5.080426,29.21991,69.32412,728,173
040131050043,4,998,814,11,43,130,1002.309,817.1958,11.17694,43.32607,130.6107,758,250
040131051011,4,1087,941,13,57,76,1091.693,944.6945,13.20911,57.43223,76.357,622,147
040131051012,4,1842,1542,27,117,156,1850.108,1548.054,27.4343,117.8872,156.7328,1487,257
040131051013,4,1628,1314,26,155,133,1635.377,1319.159,26.41822,156.1754,133.6248,1081,174
040131051021,4,808,666,26,53,63,811.7308,668.6148,26.41822,53.4019,63.29593,508,213
040131051022,4,1524,1170,29,157,168,1531.04,1174.593,29.46647,158.1905,168.7892,1263,367
040131051023,4,1267,1038,34,114,81,1272.867,1042.075,34.5469,114.8645,81.38048,1065,228
040131051024,4,1252,906,45,184,117,1258.226,909.557,45.72384,185.3953,117.5496,935,258
040131051031,4,643,513,13,40,77,645.8882,515.0141,13.20911,40.30332,77.3617,602,173
040131051032,4,785,608,16,44,117,788.5277,610.3871,16.25736,44.33365,117.5496,375,120
040131051033,4,1477,1242,13,89,133,1483.385,1246.876,13.20911,89.67489,133.6248,1506,404
040131052001,5,1003,735,45,140,83,1008.061,737.8857,45.72383,141.0616,83.38987,772,183
040131052002,5,1560,959,55,440,106,1568.484,962.7651,55.88469,443.3365,106.4979,1350,332
040131052003,5,1700,717,83,771,129,1710.603,719.815,84.33508,776.8465,129.606,1002,346
040131052004,5,1676,933,127,468,148,1685.95,936.663,129.0428,471.5489,148.6952,1914,663
040131053001,5,1676,1322,52,196,106,1684.011,1327.19,52.83644,197.4863,106.4979,1218,269
040131053002,5,1996,696,181,992,127,2009.763,698.7326,183.9114,999.5223,127.5966,1208,247
040131053003,5,1552,1205,44,227,76,1559.517,1209.731,44.70775,228.7213,76.357,898,170
040131054001,5,1346,1005,39,233,69,1352.664,1008.946,39.62733,234.7668,69.32412,1017,385
040131054002,5,1260,951,43,195,71,1266.238,954.7337,43.69167,196.4787,71.33351,1089,236
040131054003,5,1281,750,134,263,134,1288.724,752.9446,136.1555,264.9943,134.6294,867,192
040131055011,26,1363,446,180,578,159,1372.776,447.751,182.8953,582.3829,159.7469,873,170
040131055012,26,1224,323,214,555,132,1233.539,324.2681,217.4423,559.2085,132.6201,729,190
040131055021,5,1004,319,245,321,119,1012.186,320.2524,248.9409,323.4341,119.559,651,151
040131055022,5,911,245,309,234,123,919.2845,245.9618,313.9703,235.7744,123.5778,616,142
040131055031,26,811,232,209,258,112,817.7552,232.9108,212.3618,259.9564,112.5261,537,164
040131055032,26,3024,1065,649,1015,295,3047.703,1069.181,659.4394,1022.697,296.3858,1997,403
040131056011,26,2309,587,79,1476,167,2324.552,589.3046,80.27073,1487.193,167.7845,1411,929
040131056012,26,1953,600,57,1167,129,1965.728,602.3556,57.91686,1175.849,129.606,1248,315
040131056021,26,1306,537,141,526,102,1314.844,539.1083,143.268,529.9886,102.4791,1031,391
040131056022,26,3007,681,844,1094,388,3033.368,683.6737,857.576,1102.296,389.8226,1343,506
040131056023,26,2497,788,611,852,246,2517.538,791.0938,620.8281,858.4607,247.1556,1125,336
040131057011,26,1826,741,165,697,223,1837.896,743.9092,167.6541,702.2853,224.0475,1032,283
040131057012,26,1779,709,89,825,156,1790.204,711.7836,90.43159,831.2559,156.7328,1290,452
040131057021,26,2244,648,152,1208,236,2259.258,650.5441,154.445,1217.16,237.1086,1678,475
040131057022,26,2046,753,124,986,183,2059.287,755.9564,125.9946,993.4768,183.8596,955,230
040131058001,26,1639,548,86,878,127,1649.789,550.1515,87.38333,884.6579,127.5966,1256,373
040131058002,26,1989,540,141,1121,187,2002.767,542.1201,143.268,1129.5,187.8784,973,417
040131058003,26,1853,556,116,915,266,1865.237,558.1829,117.8659,921.9385,267.2495,941,282
040131058004,24,1764,654,93,792,225,1775.126,656.5676,94.49593,798.0057,226.0569,877,159
040131059001,26,1914,633,195,904,182,1927.332,635.4852,198.1366,910.8551,182.8549,1341,327
040131059002,26,1986,810,135,832,209,1998.642,813.1801,137.1715,838.309,209.9818,916,325
040131059003,26,2091,779,295,751,266,2105.748,782.0584,299.7451,756.6948,267.2495,1375,332
040131060011,26,1843,549,245,926,123,1856.696,551.1554,248.9409,933.0218,123.5778,1190,271
040131060021,26,1790,698,256,679,157,1802.744,700.7404,260.1178,684.1488,157.7375,1100,343
040131060022,26,1249,423,236,446,144,1258.515,424.6607,239.7961,449.382,144.6764,733,157
040131060031,26,1884,534,299,884,167,1898.394,536.0965,303.8095,890.7034,167.7845,1213,316
040131060032,26,1744,708,162,730,144,1755.598,710.7797,164.6058,735.5355,144.6764,932,273
040131061001,5,1209,954,16,175,64,1214.631,957.7455,16.25737,176.327,64.30063,997,219
040131061002,5,1252,751,176,258,67,1260.051,753.9485,178.831,259.9564,67.31472,923,432
040131061003,5,1370,633,211,368,158,1379.412,635.4852,214.394,370.7906,158.7422,751,238
040131061004,5,979,680,46,168,85,984.0829,682.6697,46.73992,169.274,85.39928,772,245
040131061005,5,978,730,73,126,49,983.2258,732.866,74.17422,126.9555,49.23018,1005,241
040131062001,5,1706,1378,30,170,128,1713.783,1383.41,30.48256,171.2891,128.6013,1479,294
040131062002,5,1792,1423,33,211,125,1800.305,1428.587,33.53081,212.6,125.5872,967,174
040131063001,5,1182,759,72,219,132,1188.419,761.9798,73.15813,220.6607,132.6201,971,365
040131063002,5,1276,1000,35,156,85,1282.071,1003.926,35.56299,157.183,85.39928,1190,428
040131063003,5,1607,1076,179,252,100,1616.484,1080.224,181.8793,253.9109,100.4697,788,281
040131063004,5,1328,921,48,224,135,1334.721,924.6159,48.7721,225.6986,135.6342,1073,447
040131064001,4,1353,1066,36,155,96,1359.391,1070.185,36.57907,156.1754,96.45094,885,264
040131064002,4,1643,1013,94,344,192,1652,1016.977,95.51201,346.6086,192.9019,1536,252
040131065011,5,1771,1296,38,286,151,1779.577,1301.088,38.61124,288.1687,151.7093,1047,318
040131065012,5,1575,1007,100,331,137,1583.716,1010.954,101.6085,333.51,137.6435,969,239
040131065021,5,1162,776,50,228,108,1168.087,779.0467,50.80427,229.7289,108.5073,1041,199
040131065022,5,1456,1001,57,246,152,1463.426,1004.93,57.91686,247.8654,152.714,976,194
040131065023,5,1034,719,51,204,60,1039.472,721.8229,51.82035,205.5469,60.28184,810,162
040131066001,5,2015,1443,119,293,160,2025.553,1448.665,120.9141,295.2218,160.7516,1516,291
040131066002,5,1901,1471,68,210,152,1910.176,1476.775,69.0938,211.5924,152.714,1447,232
040131067011,26,2059,485,668,423,483,2077.125,486.9041,678.745,426.2076,485.2689,1138,339
040131067012,26,1325,493,280,396,156,1335.175,494.9356,284.5039,399.0028,156.7328,1040,342
040131067013,26,1172,388,304,350,130,1181.678,389.5233,308.8899,352.6541,130.6107,728,224
040131067021,26,1277,738,106,290,143,1284.473,740.8975,107.705,292.1991,143.6717,990,138
040131067031,26,1066,633,44,280,109,1071.828,635.4852,44.70776,282.1232,109.512,826,153
040131067032,26,1168,766,52,254,96,1174.221,769.0073,52.83642,255.9261,96.45095,1016,214
040131068011,26,1636,333,340,817,146,1649.657,334.3073,345.469,823.1953,146.6858,777,342
040131068012,26,2270,417,633,914,306,2290.187,418.6372,643.1819,920.9309,307.4375,622,175
040131068013,26,879,335,131,293,120,885.208,336.3152,133.1071,295.2218,120.5637,589,178
040131068021,26,1386,346,124,777,139,1395.898,347.3584,125.9946,782.892,139.6529,764,219
040131068022,26,1271,542,68,533,128,1278.865,544.1279,69.09379,537.0417,128.6013,811,204
040131068023,26,912,531,47,278,56,917.2119,533.0848,47.75601,280.1081,56.26305,629,186
040131069001,26,1435,352,127,738,218,1445.045,353.382,129.0428,743.5963,219.024,860,311
040131069002,26,2189,468,106,1405,210,2204.183,469.8374,107.705,1415.654,210.9864,714,298
040131069003,26,1749,417,106,997,229,1760.978,418.6372,107.705,1004.56,230.0757,824,346
040131069004,26,2420,460,100,1571,289,2436.685,461.806,101.6085,1582.913,290.3576,1718,471
040131070011,26,2369,476,128,1502,263,2385.553,477.8688,130.0589,1513.39,264.2354,1258,865
040131070012,26,2022,452,195,1221,154,2036.893,453.7746,198.1366,1230.259,154.7234,1306,415
040131070021,26,1997,516,116,1131,234,2010.567,518.0258,117.8659,1139.576,235.0992,1122,376
040131070022,26,2154,504,138,1245,267,2168.893,505.9787,140.2198,1254.441,268.2542,1050,459
040131071011,26,1844,357,150,1213,124,1857.595,358.4016,152.4128,1222.198,124.5825,1595,782
040131071012,26,2661,407,126,1892,236,2680.08,408.5979,128.0267,1906.347,237.1086,1098,289
040131071021,26,1569,221,212,1042,94,1581.621,221.8677,215.4101,1049.901,94.44156,691,252
040131071022,26,2099,229,234,1406,230,2115.405,229.8991,237.7639,1416.662,231.0804,828,301
040131071023,26,2295,269,249,1557,220,2312.901,270.0562,253.0053,1568.807,221.0334,827,217
040131072011,26,7362,3124,1056,2110,1072,7412.286,3136.265,1072.986,2126,1077.036,1282,715
040131072012,26,777,45,56,647,29,783.12,45.17667,56.90078,651.9062,29.13622,413,204
040131072021,26,2610,336,177,1913,184,2629.537,337.3192,179.8471,1927.506,184.8643,1468,385
040131072022,26,2570,371,121,1834,244,2588.456,372.4566,122.9463,1847.907,245.1462,1275,474
040131073001,26,2049,642,181,976,250,2063.007,644.5205,183.9114,983.401,251.1743,1382,307
040131073002,26,1311,392,109,693,117,1320.097,393.539,110.7533,698.255,117.5496,826,232
040131073003,26,1468,286,181,907,94,1479.354,287.1229,183.9114,913.8777,94.44156,296,148
040131073004,26,1941,264,247,1239,191,1956.302,265.0365,250.973,1248.395,191.8972,647,243
040131074011,5,1135,749,42,241,103,1140.928,751.9406,42.67558,242.8275,103.4838,812,235
040131074012,5,831,433,101,219,78,836.3517,434.7,102.6246,220.6607,78.36639,821,231
040131074013,5,760,359,133,195,73,765.3704,360.4095,135.1393,196.4787,73.34291,346,123
040131074021,5,1496,402,193,799,102,1507.221,403.5782,196.1045,805.0589,102.4791,710,228
040131074031,5,955,291,296,277,91,963.4317,292.1425,300.7613,279.1005,91.42746,617,297
040131074032,5,1052,306,171,480,95,1060.038,307.2013,173.7506,483.6398,95.44625,701,204
040131074041,5,883,182,312,209,180,891.1635,182.7145,317.0186,210.5849,180.8456,600,209
040131075001,5,987,786,19,110,72,991.5639,789.0859,19.30562,110.8341,72.33821,702,248
040131075002,5,1304,1036,48,129,91,1310.245,1040.068,48.7721,129.9782,91.42746,996,213
040131075003,5,1362,957,72,251,82,1369.204,960.7573,73.15814,252.9034,82.38518,1162,254
040131076011,5,759,520,56,122,61,763.154,522.0415,56.90077,122.9251,61.28654,573,167
040131076012,5,1095,640,100,253,102,1101.519,642.5127,101.6085,254.9185,102.4791,1066,225
040131076013,5,1478,899,92,366,121,1486.353,902.5296,93.47984,368.7754,121.5684,957,199
040131076021,5,1174,870,40,165,99,1179.775,873.4157,40.64341,166.2512,99.46504,1239,296
040131076022,5,1476,852,127,352,145,1484.738,855.3451,129.0428,354.6692,145.6811,1044,235
040131077001,4,704,568,14,77,45,707.2505,570.23,14.22519,77.58389,45.21138,776,246
040131077002,4,665,448,45,111,61,668.611,449.7589,45.72384,111.8417,61.28654,450,172
040131077003,4,1126,696,67,208,155,1132.116,698.7326,68.07771,209.5772,155.7281,924,282
040131077004,4,767,460,81,164,62,771.6437,461.806,82.30291,165.2436,62.29124,706,260
040131077005,4,519,230,96,113,80,522.6798,230.903,97.54419,113.8569,80.37579,270,178
040131077006,4,717,559,11,92,55,720.3277,561.1947,11.17694,92.69765,55.25835,394,217
040131078001,4,838,731,4,64,39,841.6028,733.87,4.064341,64.48531,39.1832,774,171
040131078002,4,1760,1530,40,91,99,1767.805,1536.007,40.64341,91.69005,99.46505,1399,238
040131079001,4,967,789,14,86,78,971.3414,792.0977,14.22519,86.65214,78.36639,623,330
