GEOID,district,total,white,black,latino,other,adjtotal,adjwhite,adjblack,adjlatino,adjother,cvap,cvap_margin_of_error
040210002202,15,1967,1331,131,397,108,1977.923,1335.827,132.6138,400.8394,108.6431,1224,398
040210002211,15,3113,2004,217,693,199,3130.828,2011.267,219.6732,699.7021,200.185,1936,471
040210002212,15,2638,1599,214,647,178,2653.752,1604.799,216.6362,653.2572,179.06,2229,836
040210002221,15,1302,801,74,330,97,1309.585,803.9048,74.91158,333.1915,97.57761,840,260
040210002222,15,1984,1150,128,550,156,1995.995,1154.17,129.5768,555.3191,156.929,1984,739
040210002223,15,1133,630,77,346,80,1140.056,632.2846,77.94854,349.3462,80.47638,590,436
040210002224,15,2043,1231,169,531,112,2055.348,1235.464,171.0819,536.1354,112.6669,879,309
040210002231,15,5045,3057,331,1300,357,5074.862,3068.086,335.0775,1312.572,359.1259,3444,591
040210002241,15,2080,1215,145,614,106,2092.762,1219.406,146.7862,619.938,106.6312,1399,370
040210002242,15,2909,1667,190,810,242,2926.661,1673.045,192.3406,817.8336,243.4411,1529,523
040210002243,15,2945,1808,190,699,248,2962.134,1814.557,192.3406,705.7601,249.4768,1509,420
040210002251,15,2886,1786,144,726,230,2902.641,1792.477,145.7739,733.0212,231.3696,1676,342
040210002261,15,1146,637,85,355,69,1153.201,639.31,86.04709,358.4332,69.41088,944,430
040210002262,15,3348,1909,270,888,281,3368.51,1915.923,273.3261,896.588,282.6733,2547,765
040210002263,15,2361,1484,132,606,139,2374.696,1489.382,133.6261,611.8607,139.8277,1498,407
040210002271,15,2490,1487,226,590,187,2504.996,1492.393,228.784,595.7059,188.1136,1491,607
040210002272,15,1887,1167,108,493,119,1898.039,1171.232,109.3304,497.7679,119.7086,1767,786
040210002281,15,2130,1323,221,449,137,2142.678,1327.798,223.7224,453.3423,137.8158,1450,360
040210002291,15,2424,1873,85,337,129,2435.867,1879.792,86.04709,340.2592,129.7682,1793,550
040210002292,15,3143,2001,225,690,227,3161.053,2008.257,227.7717,696.6731,228.3517,1797,378
040210003071,7,2568,2160,37,206,165,2579.264,2167.833,37.4558,207.9922,165.9825,2037,323
040210003091,7,2103,1647,43,296,117,2113.062,1652.973,43.5297,298.8626,117.6967,1647,302
040210003092,7,1015,896,2,74,43,1019.246,899.2493,2.024638,74.71565,43.25605,956,231
040210003101,7,1392,1167,20,134,71,1398.197,1171.232,20.24638,135.2959,71.42279,982,257
040210003102,7,1791,1451,14,246,80,1799.29,1456.262,14.17246,248.3791,80.47638,1392,328
040210003111,7,669,566,9,51,43,671.9127,568.0526,9.110869,51.49322,43.25605,575,185
040210003112,7,2208,1848,23,224,113,2217.824,1854.702,23.28333,226.1663,113.6729,1800,324
040210003121,10,1778,1051,12,602,113,1788.454,1054.811,12.14782,607.822,113.6729,1577,344
040210003122,7,305,271,0,30,4,306.2968,271.9828,0,30.29013,4.023819,231,143
040210003123,7,1767,1161,48,424,134,1776.7,1165.21,48.5913,428.1005,134.7979,1195,368
040210003131,10,2367,1859,38,393,77,2378.469,1865.742,38.46811,396.8007,77.45852,1696,251
040210003132,10,1106,858,18,162,68,1111.305,861.1115,18.22174,163.5667,68.40493,766,268
040210003133,10,1260,965,11,233,51,1266.192,968.4995,11.13551,235.2534,51.3037,847,236
040210003151,7,2437,1699,84,508,146,2449.979,1705.161,85.03478,512.9129,146.8694,1881,512
040210003152,7,1614,1238,28,254,94,1621.851,1242.49,28.34493,256.4565,94.55975,1170,440
040210003153,7,1021,855,14,104,48,1025.565,858.1006,14.17246,105.0058,48.28583,1106,494
040210003161,7,3033,2659,27,223,124,3045.87,2668.643,27.3326,225.1566,124.7384,2553,385
040210003162,7,1002,913,6,26,57,1005.976,916.3109,6.073912,26.25145,57.33942,1162,375
040210003163,7,2820,2591,19,146,64,2831.423,2600.396,19.23405,147.412,64.3811,2217,411
040210003164,7,567,482,12,36,37,569.4643,483.748,12.14783,36.34816,37.22033,456,142
040210003171,7,592,567,1,8,16,594.2412,569.0562,1.012319,8.077368,16.09527,697,171
040210003172,7,1802,1489,18,234,61,1810.248,1494.4,18.22174,236.263,61.36324,1302,290
040210003191,7,1677,1608,17,21,31,1683.428,1613.831,17.20942,21.20309,31.1846,1475,254
040210003201,10,1095,855,7,183,50,1100.254,858.1006,7.086231,184.7698,50.29774,946,259
040210003202,10,1035,844,14,137,40,1039.796,847.0607,14.17246,138.325,40.23819,917,327
040210003211,10,1080,739,27,274,40,1085.901,741.68,27.33261,276.6499,40.23819,802,314
040210003212,10,1121,844,18,190,69,1126.531,847.0608,18.22174,191.8375,69.41087,599,217
040210003213,10,1243,982,10,204,47,1248.937,985.5612,10.12319,205.9729,47.27987,834,253
040210003221,7,1712,1118,24,461,109,1721.458,1122.054,24.29565,465.4584,109.6491,979,345
040210003222,7,1526,1028,45,358,95,1534.31,1031.728,45.55434,361.4622,95.5657,941,304
040210003231,7,1206,966,16,178,46,1211.696,969.5032,16.1971,179.7214,46.27392,1127,287
040210003232,7,829,688,9,103,29,832.7747,690.495,9.11087,103.9961,29.17269,1268,312
040210003241,7,1400,1078,46,221,55,1406.941,1081.909,46.56667,223.1373,55.32751,1350,474
040210003242,7,1525,1396,12,70,47,1531.167,1401.063,12.14782,70.67697,47.27987,1393,384
040210003243,7,1980,1380,57,442,101,1990.583,1385.004,57.70217,446.2747,101.6014,1326,391
040210003251,7,935,805,15,75,40,939.0676,807.9193,15.18478,75.72533,40.23819,804,200
040210003252,7,1252,874,25,263,90,1258.557,877.1696,25.30797,265.5435,90.53594,1323,483
040210004001,7,809,195,6,593,15,815.6054,195.7072,6.073912,598.735,15.08932,758,207
040210004002,7,490,137,10,329,14,493.8852,137.4968,10.12319,332.1818,14.08336,435,134
040210004003,7,441,110,14,307,10,444.6,110.3989,14.17246,309.969,10.05955,455,168
040210004004,7,678,228,4,417,29,683.0817,228.8268,4.049276,421.0328,29.17268,609,217
040210006031,17,3243,3023,26,103,91,3255.821,3033.963,26.32029,103.9961,91.54188,2636,400
040210006032,17,2836,2058,49,562,167,2850.497,2065.463,49.60362,567.4352,167.9944,2157,491
040210006041,17,2090,1996,8,35,51,2097.979,2003.239,8.09855,35.33849,51.30369,1831,296
040210006042,17,2641,2490,13,64,74,2651.25,2499.03,13.16014,64.61894,74.44065,2228,317
040210007001,7,1035,549,10,443,33,1041.595,550.9909,10.12319,447.2843,33.19651,903,329
040210007002,7,862,432,4,386,40,867.5871,433.5667,4.049276,389.733,40.23819,869,248
040210007003,7,1217,461,15,681,60,1225.8,462.6718,15.18478,687.586,60.35729,1164,306
040210008021,16,981,696,13,223,49,986.1326,698.524,13.16014,225.1566,49.29178,661,245
040210008022,16,3146,2685,44,310,107,3159.914,2694.737,44.54202,312.998,107.6372,2715,634
040210008023,17,1421,1066,27,223,105,1427.98,1069.866,27.33261,225.1566,105.6253,1361,726
040210008041,16,915,416,9,429,61,921.1317,417.5086,9.110869,433.1489,61.36324,622,239
040210008042,7,1048,996,4,20,28,1052.021,999.6119,4.049274,20.19342,28.16673,1272,428
040210008051,7,2414,2235,16,69,94,2423.529,2243.105,16.1971,69.6673,94.55975,2453,677
040210008052,7,806,542,39,178,47,810.4473,543.9656,39.48043,179.7215,47.27987,1041,349
040210008053,7,2495,1419,208,670,198,2510.367,1424.146,210.5623,676.4797,199.179,1513,497
040210008061,7,2651,1431,283,800,137,2668.228,1436.189,286.4862,807.737,137.8158,2190,586
040210008062,7,3932,2660,246,777,249,3953.674,2669.646,249.0304,784.5144,250.4827,2052,529
040210008071,16,2892,1221,439,1052,180,-954.5465,-321.1604,-243.9688,-303.911,-85.50615,3001,715
040210008072,16,177,115,2,48,12,177.9774,115.417,2.024638,48.46421,12.07146,103,67
040210008081,7,5656,2081,882,2293,400,37.27151,69.25023,0,57.55125,-89.52997,5119,1071
040210008082,16,512,353,8,116,35,514.709,354.2801,8.09855,117.1218,35.20842,507,141
040210009021,16,2240,1041,155,883,161,2255.183,1044.775,156.9094,891.5396,161.9587,2101,515
040210009031,7,6544,3027,362,1982,1173,4606.067,2177.87,171.0819,1299.447,957.669,3075,643
040210009041,16,875,397,42,380,56,880.9656,398.4397,42.51739,383.675,56.33347,816,238
040210010001,16,2026,661,241,974,150,2041.679,663.3971,243.9688,983.4197,150.8932,1689,367
040210010002,16,1606,549,192,743,122,1618.268,550.9909,194.3652,750.1856,122.7265,709,275
040210010003,16,1170,450,82,582,56,1178.604,451.6319,83.01014,587.6286,56.33347,702,227
040210011001,16,1526,691,93,588,154,1536.255,693.5059,94.14565,593.6866,154.917,889,459
040210011002,16,1354,609,178,492,75,1363.606,611.2085,180.1927,496.7582,75.44661,607,228
040210011003,16,2551,1075,178,1160,138,2569.132,1078.898,180.1927,1171.218,138.8218,2255,594
040210011004,16,2715,1170,285,1069,191,2734.23,1174.243,288.5108,1079.338,192.1374,2125,887
040210012001,16,2377,1339,132,760,146,2391.701,1343.856,133.6261,767.35,146.8694,1946,480
040210012002,16,1796,1071,92,536,97,1806.779,1074.884,93.13332,541.1837,97.57761,1239,288
040210013031,16,627,482,8,94,43,630.0116,483.748,8.09855,94.90908,43.25606,656,143
040210013032,16,863,500,8,293,62,868.1146,501.8132,8.09855,295.8336,62.3692,541,166
040210013051,16,1880,1153,114,492,121,1891.064,1157.181,115.4043,496.7582,121.7205,1193,322
040210013052,16,1785,806,42,843,94,1797.153,808.9229,42.51739,851.1527,94.55975,1201,392
040210013053,16,1460,623,52,660,125,1470.027,625.2593,52.64057,666.3829,125.7443,1191,359
040210013054,16,1182,664,71,371,76,1189.323,666.408,71.87464,374.588,76.45256,844,273
040210013061,16,1861,777,132,796,156,1874.071,779.8178,133.6261,803.6982,156.929,936,294
040210013062,16,1651,530,172,757,192,1663.505,531.922,174.1188,764.321,193.1433,923,257
040210013063,16,2307,1025,84,1017,181,2322.665,1028.717,85.03478,1026.836,182.0778,1833,340
040210013071,16,1073,825,27,170,51,1078.272,827.9918,27.33261,171.6441,51.30369,611,308
040210013072,16,2839,1258,222,1118,241,2858.544,1262.562,224.7347,1128.812,242.4351,1762,303
040210013073,16,1326,886,60,322,58,1333.412,889.2131,60.73913,325.1141,58.34537,940,268
040210013081,16,1623,365,35,1130,93,1636.237,366.3237,35.43116,1140.928,93.5538,624,249
040210013082,16,842,409,46,328,59,847.5733,410.4832,46.56666,331.1721,59.35134,487,187
040210013091,16,3078,1278,179,1367,254,3099.573,1282.635,181.2051,1380.22,255.5125,1607,388
040210013092,16,2487,1180,150,944,213,2503.525,1184.279,151.8478,953.1295,214.2684,2034,685
040210013101,16,1922,1116,82,571,153,1933.491,1120.047,83.01015,576.5222,153.9111,1274,436
040210013102,16,3160,1535,198,1162,265,3180.822,1540.567,200.4391,1173.238,266.578,1554,348
040210014031,16,1392,432,124,684,152,1402.614,433.5666,125.5275,690.615,152.9051,1214,368
040210014032,16,1986,841,80,892,173,1999.692,844.0498,80.9855,900.6266,174.0302,1464,466
040210014033,16,1303,515,69,565,154,1312.099,516.8677,69.84999,570.4642,154.917,1374,581
040210014041,16,1917,962,68,754,133,1929.41,965.4886,68.83767,761.292,133.792,1394,230
040210014042,16,2092,807,126,1028,131,2107.201,809.9266,127.5522,1037.942,131.7801,700,166
040210014051,16,1916,1052,122,614,128,1928.018,1055.815,123.5029,619.9381,128.7622,1783,660
040210014052,16,851,517,39,239,56,856.0002,518.8749,39.48043,241.3114,56.33347,1162,218
040210014053,16,1123,993,16,60,54,1127.7,996.6011,16.1971,60.58026,54.32156,465,131
040210014061,16,1359,296,85,871,107,1370.181,297.0734,86.04709,879.4235,107.6372,805,236
040210014062,16,2332,784,204,1169,175,2349.704,786.8432,206.513,1180.306,176.0421,2131,555
040210014063,16,322,138,28,138,18,324.2872,138.5005,28.34492,139.3346,18.10718,190,213
040210014064,16,861,170,60,569,62,868.2277,170.6165,60.73912,574.5028,62.36919,592,311
040210014071,16,702,495,7,163,37,705.6781,496.7951,7.086232,164.5764,37.22033,687,130
040210014072,16,1093,424,39,537,93,1100.765,425.5376,39.48043,542.1934,93.55379,700,202
040210014081,16,840,785,11,34,10,843.3707,787.8467,11.13551,34.32882,10.05955,927,251
040210014082,16,2032,1395,84,448,105,2043.052,1400.059,85.03478,452.3326,105.6252,1063,213
040210015001,16,624,127,40,432,25,629.2801,127.4606,40.49274,436.178,25.14887,522,203
040210015002,16,990,181,48,709,52,998.4142,181.6564,48.5913,715.8568,52.30965,682,195
040210015003,16,1656,430,100,973,153,1669.112,431.5594,101.2319,982.41,153.9111,1336,404
040210016001,16,1454,737,43,583,91,1463.383,739.6727,43.52971,588.6382,91.54188,1004,317
040210016002,16,748,410,25,278,35,752.6918,411.4869,25.30797,280.6886,35.20842,395,192
040210016003,16,784,420,25,302,37,788.9721,421.5231,25.30797,304.9207,37.22033,268,172
040210016004,16,2387,827,45,1434,81,2404.904,829.9991,45.55434,1447.868,81.48234,1960,557
040210017011,16,886,498,23,299,66,891.374,499.806,23.28333,301.8916,66.39301,756,200
040210017041,16,2581,1111,422,856,192,2599.649,1115.029,427.1985,864.2785,193.1433,1703,512
040210017042,16,2621,1144,456,818,203,2639.886,1148.149,461.6174,825.911,204.2088,1646,406
040210017043,16,2259,1039,438,592,190,2275.02,1042.768,443.3956,597.7253,191.1314,1362,455
040210017051,16,1216,581,160,380,95,1224.319,583.107,161.971,383.675,95.5657,595,411
040210017052,16,757,441,101,148,67,761.6737,442.5992,102.2442,149.4313,67.39898,599,317
040210017053,16,2168,1178,247,479,264,2181.519,1182.272,250.0427,483.6324,265.5721,1673,553
040210017054,16,1224,467,207,430,120,1233.117,468.6936,209.55,434.1586,120.7146,857,284
040210017055,16,2520,1424,334,516,246,2535.734,1429.164,338.1145,520.9903,247.4649,2279,627
040210017061,16,2429,1160,331,693,245,2445.445,1164.207,335.0775,699.7021,246.4589,1698,349
040210017062,16,1229,705,122,298,104,1236.561,707.5567,123.5029,300.882,104.6193,1009,280
040210017063,16,1836,981,267,402,186,1847.842,984.5576,270.2891,405.8878,187.1076,789,240
040210017071,16,1184,595,169,275,145,1191.763,597.1577,171.0819,277.6596,145.8634,1354,420
040210017072,16,1392,563,290,417,122,1402.374,565.0418,293.5725,421.0328,122.7265,1384,301
040210017073,16,1713,673,281,594,165,1725.629,675.4406,284.4616,599.7446,165.9825,1605,615
040210017091,16,1847,965,247,479,156,1859.104,968.4995,250.0427,483.6324,156.929,1403,372
040210017092,16,5777,2772,796,1721,488,5816.409,2782.053,805.8057,1737.644,490.9059,2651,479
040210017121,16,1736,779,249,513,195,1748.015,781.825,252.0674,517.9613,196.1612,623,274
040210017122,16,3432,1586,476,1072,298,3455.757,1591.752,481.8637,1082.367,299.7745,2533,351
040210017131,16,3087,1389,437,1033,228,3108.768,1394.037,442.3833,1042.99,229.3577,1871,237
040210017141,16,2453,963,433,905,152,2471.484,966.4924,438.334,913.7523,152.9051,1714,713
040210017142,16,2168,963,353,671,181,2183.408,966.4923,357.3485,677.4893,182.0778,1006,346
040210017151,16,593,224,50,285,34,597.387,224.8123,50.61593,287.7563,34.20246,672,175
040210017152,16,2671,1456,339,641,235,2688.055,1461.28,343.1761,647.1992,236.3994,1456,190
040210017153,16,1509,760,166,454,129,1518.96,762.7562,168.0449,458.3907,129.7682,936,205
040210017161,16,2502,1319,370,596,217,2518.397,1323.783,374.5579,601.764,218.2922,1894,454
040210017162,16,1680,787,286,460,147,1691.701,789.854,289.5232,464.4487,147.8754,1054,315
040210017163,16,1226,656,114,348,108,1233.792,658.379,115.4043,351.3655,108.6431,621,228
040210017171,16,2343,2068,75,100,100,2352.986,2075.5,75.9239,100.9671,100.5955,1991,211
040210019001,16,1505,266,198,973,68,1518.219,266.9646,200.4391,982.41,68.40492,570,186
040210019002,16,910,532,32,264,82,915.365,533.9293,32.3942,266.5532,82.48829,806,302
040210020011,16,1342,423,79,784,56,1352.423,424.534,79.97318,791.5821,56.33346,825,195
040210020012,16,2128,1837,21,198,72,2137.264,1843.662,21.25869,199.9149,72.42874,1425,361
040210020013,16,924,284,21,579,40,931.1264,285.0299,21.25869,584.5996,40.23819,652,309
040210020041,16,2134,259,151,1612,112,2153.056,259.9393,152.8601,1627.59,112.6669,1512,388
040210020042,16,1784,224,99,1359,102,1799.782,224.8123,100.2196,1372.143,102.6074,525,161
040210020051,16,6003,958,623,3347,1075,4057.186,302.0916,244.9811,2551.439,958.675,6339,1035
040210020052,16,404,217,9,173,5,406.6007,217.7869,9.11087,174.6731,5.029773,256,60
040210021041,16,1744,900,86,685,73,1755.383,903.2638,87.05941,691.6247,73.4347,672,241
040210021042,16,2474,1543,137,639,155,2488.386,1548.596,138.6877,645.1798,155.923,2018,537
040210021051,16,2133,1095,133,762,143,2146.83,1098.971,134.6384,769.3694,143.8515,1231,402
040210021052,16,1310,609,59,554,88,1318.817,611.2085,59.72681,559.3578,88.52402,559,245
040210021053,16,1922,1005,108,704,105,1934.409,1008.645,109.3304,710.8085,105.6252,1521,426
040210021061,16,1042,525,22,415,80,1048.665,526.9039,22.27101,419.0135,80.47638,924,280
040210021071,16,3180,1943,90,957,190,3198.542,1950.046,91.10868,966.2552,191.1314,3006,606
040210022001,7,440,154,2,259,25,443.2368,154.5585,2.024638,261.5048,25.14887,162,127
040210022002,7,867,396,4,418,49,872.8198,397.4361,4.049276,422.0426,49.29178,1007,495
040210022003,7,1367,806,13,468,80,1375.086,808.9229,13.16014,472.5261,80.47638,1261,455
040210022004,7,1394,749,12,574,59,1402.767,751.7162,12.14782,579.5512,59.35133,1291,390
040210023001,7,493,306,6,141,40,495.7854,307.1097,6.073913,142.3636,40.23819,464,147
040210023002,7,623,351,2,242,28,626.8047,352.2729,2.024638,244.3404,28.16673,741,271
040210023003,7,993,524,8,432,29,999.3495,525.9003,8.098551,436.1779,29.17269,663,210
040210024001,7,628,153,1,457,17,633.0881,153.5548,1.012319,461.4197,17.10123,605,167
040210024002,7,393,104,1,273,15,396.119,104.3772,1.012319,275.6402,15.08932,347,94
040210024003,6,399,195,7,176,21,401.6206,195.7071,7.086231,177.7021,21.12505,666,148
040219412001,16,1309,24,14,226,1045,1317.668,24.08704,14.17246,228.1857,1051.223,731,296
040219412002,16,2000,10,7,179,1804,2012.596,10.03626,7.086231,180.7311,1814.742,1261,342
040219412003,16,1566,19,7,220,1320,1576.143,19.0689,7.086232,222.1276,1327.86,1645,445
040219412004,16,2242,21,17,208,1996,2256.183,21.07615,17.20942,210.0116,2007.886,1135,364
040219413001,16,3381,21,26,404,2930,3402.751,21.07615,26.32029,407.9071,2947.447,1765,375
040219414011,16,1891,1012,19,712,148,1902.671,1015.67,19.23406,718.8858,148.8813,1641,561
040219414012,16,884,10,15,199,660,890.0758,10.03626,15.18478,200.9245,663.9302,702,193
040219414013,16,2031,1152,43,705,131,2043.306,1156.178,43.5297,711.8181,131.7801,1942,572
040219414021,16,2377,490,38,1201,648,2394.719,491.777,38.46811,1212.615,651.8587,1435,404
040239660001,19,979,628,2,311,38,981.8089,629.3232,2.038216,312.2477,38.19974,1075,180
040239660002,19,983,754,4,176,49,985.6288,755.5887,4.076432,176.7061,49.25756,704,174
040239660003,19,1003,820,4,148,31,1005.561,821.7278,4.076433,148.5938,31.16295,821,163
040239661011,21,635,332,0,282,21,636.9412,332.6995,0,283.1313,21.11038,309,116
040239661012,21,940,774,3,142,21,942.3682,775.6308,3.057324,142.5697,21.11038,590,170
040239661013,21,1493,788,20,634,51,1497.854,789.6603,20.38217,636.5436,51.26807,923,223
040239661031,21,1209,53,6,1140,10,1213.852,53.11167,6.114649,1144.574,10.05256,497,111
040239661061,21,2091,246,10,1799,36,2099.116,246.5183,10.19108,1806.217,36.18923,1239,223
040239661071,21,1647,230,10,1366,41,1653.372,230.4846,10.19108,1371.48,41.21551,758,172
040239661081,21,1378,58,3,1300,17,1383.484,58.12221,3.057325,1305.215,17.08936,1041,464
040239661082,21,1240,43,3,1182,12,1244.953,43.0906,3.057325,1186.742,12.06307,302,189
040239661083,21,1973,141,12,1771,49,1980.889,141.2971,12.2293,1778.105,49.25756,1480,520
040239661084,21,1658,41,0,1604,13,1664.59,41.08639,0,1610.435,13.06833,815,310
040239661091,21,594,193,5,374,22,596.1183,193.4067,5.095542,375.5004,22.11564,454,207
040239661092,21,2667,673,12,1941,41,2676.65,674.418,12.2293,1948.787,41.21551,1750,297
040239661101,21,1547,114,0,1429,4,1552.994,114.2402,0,1434.733,4.021024,1500,459
040239661111,21,1750,86,2,1646,16,1756.907,86.18121,2.038216,1652.604,16.0841,877,284
040239661112,21,1848,261,3,1552,32,1855.002,261.5499,3.057325,1558.226,32.1682,1298,403
040239661113,21,2413,226,3,2162,22,2422.323,226.4762,3.057325,2170.674,22.11564,964,336
040239662001,21,985,37,0,923,25,988.9124,37.07796,0,926.7031,25.13141,497,179
040239662002,21,533,18,9,496,10,535.2523,18.03793,9.171974,497.9899,10.05256,175,137
040239662003,21,1691,70,8,1586,27,1697.805,70.14749,8.152866,1592.363,27.14192,938,227
040239662004,21,1542,37,2,1469,34,1548.188,37.07796,2.038216,1474.894,34.17872,532,230
040239663011,21,627,40,0,579,8,629.4492,40.08428,0,581.3228,8.042049,519,208
040239663012,21,828,106,4,705,13,831.1966,106.2233,4.076434,707.8284,13.06833,517,207
040239663013,21,2073,32,4,2019,18,2081.338,32.06742,4.076432,2027.1,18.09461,1366,379
040239663014,21,715,33,1,672,9,717.832,33.06953,1.019108,674.696,9.047306,340,261
040239663021,21,1416,28,0,1371,17,1421.649,28.059,0,1376.5,17.08936,927,306
040239663022,21,756,19,1,732,4,759.0168,19.04003,1.019108,734.9367,4.021025,584,290
040239663023,21,1207,38,3,1161,5,1211.821,38.08006,3.057325,1165.658,5.026282,962,295
040239664011,21,1276,36,9,1217,14,1281.204,36.07585,9.171974,1221.882,14.07359,764,287
040239664012,21,1954,49,3,1891,11,1961.805,49.10324,3.057324,1898.587,11.05782,1124,266
040239664021,21,1232,38,3,1188,3,1236.919,38.08007,3.057325,1192.766,3.015768,634,226
040239664022,21,913,31,5,867,10,916.6917,31.06532,5.095542,870.4783,10.05256,515,187
040239664023,21,975,31,1,928,15,978.8863,31.06532,1.019108,931.7231,15.07884,464,241
040239664024,21,898,15,2,869,12,901.6192,15.03161,2.038216,872.4864,12.06308,307,124
040250002051,1,1423,1186,11,142,84,1434.736,1195.24,11.28184,143.5567,84.65799,1424,659
040250002061,1,1765,1440,17,198,110,1779.686,1451.219,17.43557,200.1706,110.8617,1845,631
040250002062,1,633,531,6,62,34,638.2366,535.1368,6.153732,62.67967,34.26633,665,319
040250002063,1,1882,1573,11,180,118,1897.434,1585.255,11.28184,181.9732,118.9243,1023,351
040250002064,1,823,736,4,38,45,829.6055,741.7339,4.102488,38.41657,45.35249,928,454
040250002071,1,1709,1392,19,198,100,1723.285,1402.845,19.48682,200.1706,100.7833,1090,318
040250002081,1,1052,660,10,326,56,1061.41,665.1418,10.25622,329.5738,56.43866,581,156
040250002082,1,744,486,10,201,47,750.6141,489.7863,10.25622,203.2035,47.36816,407,163
040250002091,1,1643,1119,14,407,103,1657.345,1127.718,14.35871,411.4617,103.8068,1295,409
040250002092,1,1141,945,7,105,84,1150.351,952.3623,7.179354,106.151,84.65799,910,313
040250002093,1,1066,735,15,250,66,1075.368,740.7261,15.38433,252.7406,66.51699,729,285
040250002094,1,1779,1440,15,205,119,1793.782,1451.219,15.38433,207.2473,119.9321,1204,317
040250002095,1,810,714,7,55,34,816.6111,719.5625,7.179354,55.60294,34.26633,633,212
040250002101,1,1527,1184,12,216,115,1539.8,1193.224,12.30746,218.3679,115.9008,1087,293
040250002111,1,2146,1144,11,863,128,2165.658,1152.913,11.28184,872.4606,129.0026,1018,355
040250002112,1,2209,1798,16,253,142,2227.304,1812.008,16.40995,255.7735,143.1123,2192,512
040250002113,1,1876,1538,17,194,127,1891.539,1549.982,17.43557,196.1267,127.9948,1739,425
040250003011,1,1125,971,12,79,63,1134.232,978.5648,12.30746,79.86603,63.49349,836,236
040250003012,1,2659,1998,62,285,314,2681.738,2013.566,63.58857,288.1243,316.4597,2094,354
040250003013,1,1411,1229,8,106,68,1422.474,1238.575,8.204976,107.162,68.53266,1306,331
040250003021,1,1350,1158,5,87,100,1360.887,1167.022,5.12811,87.95373,100.7833,969,249
040250004031,1,1413,1088,20,193,112,1424.982,1096.476,20.51244,195.1158,112.8773,1151,199
040250004041,1,2223,1843,22,203,155,2241.361,1857.358,22.56368,205.2254,156.2141,1990,270
040250004051,1,1691,1484,23,96,88,1704.892,1495.561,23.58931,97.05239,88.68932,1314,269
040250004052,1,1329,1138,9,98,84,1339.829,1146.866,9.230598,99.07432,84.65798,1440,434
040250004053,1,638,553,5,51,29,643.2226,557.3082,5.12811,51.55908,29.22716,390,183
040250004061,1,1946,1633,11,172,130,1961.908,1645.722,11.28184,173.8855,131.0183,1367,188
040250004071,1,484,403,7,23,51,487.9707,406.1397,7.179354,23.25214,51.39949,597,473
040250004072,1,1821,1509,16,151,145,1835.957,1520.756,16.40995,152.6553,146.1358,1814,539
040250004073,1,1465,1303,9,62,91,1476.774,1313.151,9.230598,62.67967,91.71281,1407,440
040250005011,1,1537,1189,36,193,119,1550.233,1198.263,36.92239,195.1158,119.9322,1642,674
040250005021,1,956,759,8,124,65,963.9867,764.9131,8.204976,125.3593,65.50916,815,269
040250005022,1,1426,1261,1,95,69,1437.431,1270.824,1.025622,96.04143,69.54049,1038,215
040250005023,1,928,603,3,134,188,935.7162,607.6977,3.076866,135.469,189.4726,587,171
040250005024,1,637,566,4,27,40,642.1214,570.4095,4.102488,27.29598,40.31333,380,133
040250006041,1,1872,1248,28,479,117,1888.608,1257.723,28.71742,484.251,117.9165,1434,422
040250006042,1,1396,1083,20,174,119,1407.789,1091.437,20.51244,175.9075,119.9321,931,170
040250006043,1,1748,1317,20,297,114,1762.922,1327.26,20.51244,300.2559,114.893,1512,254
040250006081,1,1287,844,22,371,50,1298.598,850.5754,22.56368,375.0671,50.39166,1000,414
040250006082,1,2256,1618,26,474,138,2275.549,1630.606,26.66617,479.1962,139.081,2028,327
040250006091,1,1734,1289,27,322,96,1749.016,1299.042,27.69179,325.5299,96.75199,1029,232
040250006092,1,1348,884,19,377,68,1360.039,890.8869,19.48682,381.1328,68.53266,1096,366
040250006093,1,1787,709,15,983,80,1804.311,714.5235,15.38433,993.7762,80.62666,1185,359
040250006111,1,1516,875,28,498,115,1529.894,881.8167,28.71742,503.4593,115.9008,724,169
040250006121,1,1766,916,14,704,132,1782.247,923.1363,14.35871,711.7176,133.034,1130,242
040250006131,1,1346,1036,23,230,57,1357.628,1044.071,23.58931,232.5214,57.4465,670,244
040250006132,1,2006,1482,44,305,175,2023.388,1493.546,45.12737,308.3435,176.3708,2471,568
040250006133,1,3627,2862,40,454,271,3657.422,2884.297,41.02488,458.977,273.1228,2487,608
040250006134,1,1647,1248,32,253,114,1661.209,1257.723,32.8199,255.7735,114.893,1460,434
040250006141,1,1537,806,30,607,94,1551.438,812.2793,30.76866,613.6543,94.73632,1116,318
040250006151,1,1184,765,20,324,75,1194.612,770.9599,20.51244,327.5518,75.58749,802,218
040250006152,1,1510,1036,24,284,166,1523.1,1044.071,24.61493,287.1133,167.3003,750,219
040250006153,1,1581,1052,34,406,89,1595.215,1060.196,34.87115,410.4508,89.69716,1630,429
040250006154,1,1424,921,31,368,104,1436.818,928.1752,31.79428,372.0342,104.8147,775,308
040250006161,1,2015,1547,33,349,86,2032.397,1559.052,33.84552,352.8259,86.67366,1663,286
040250006171,1,920,691,5,173,51,927.8074,696.3834,5.12811,174.8965,51.39949,608,220
040250006172,1,1543,1321,24,138,60,1555.889,1331.292,24.61493,139.5128,60.46999,904,395
040250006173,1,705,518,9,136,42,711.086,522.0356,9.230598,137.4909,42.32899,578,198
